sequence_number,V_allele,D_allele,J_allele
4026,ighv1-8*02,ighd3-22*01,ighj4*03
4027,ighv1-45*01,ighd3-9*01,ighj4*03
4028,ighv1-2*07,ighd3-10*02,ighj3*02
4029,ighv1-45*01,ighd6-13*01,ighj4*03
4030,ighv2-70*10,ighd3-22*01,ighj4*02
4031,ighv3-48*03,ighd2-21*01,ighj6*04
4032,ighv1-3*03,ighd6-13*01,ighj3*02
4033,ighv1-3*02,ighd3-16*01,ighj5*02
4034,ighv3-30-3*02,ighd7-27*01,ighj4*03
4035,ighv3-nl1*01,ighd6-25*01,ighj6*04
4036,ighv3-48*04,ighd1-1*01,ighj4*03
4037,ighv2-70*20,ighd1-1*01,ighj4*03
4038,ighv3-23d*01,ighd2-21*02,ighj6*01
4039,ighv3-30-3*02,ighd2-2*01,ighj4*03
4040,ighv1-69*09,ighd1-7*01,ighj4*02
4041,ighv3-33*06,ighd2-15*01,ighj4*02
4042,ighv7-4-1*02,ighd3-3*01,ighj5*02
4043,ighv1-69*14,ighd2-21*02,ighj4*03
4044,ighv1-3*03,ighd6-13*01,ighj4*03
4045,ighv1-45*02,ighd3-10*01,ighj4*02
4046,ighv2-70*10,ighd3-22*01,ighj1*01
4047,ighv3-11*05,ighd5-5*01,ighj4*02
4048,ighv1-3*03,ighd3-3*02,ighj4*03
4049,ighv1-24*01,ighd6-6*01,ighj6*04
4050,ighv2-70*10,ighd5-18*01,ighj5*02
4051,ighv5-10-1*04,ighd5-18*01,ighj3*02
4052,ighv1-8*01,ighd2-2*02,ighj3*01
4053,ighv3-74*03,ighd5-18*01,ighj6*04
4054,ighv1-58*02,ighd2-2*01,ighj4*03
4055,ighv2-70*20,ighd3-3*02,ighj4*03
4056,ighv4-28*06,ighd2-8*02,ighj2*01
4057,ighv1-2*07,ighd3-3*02,ighj4*03
4058,ighv1-69*14,ighd1-1*01,ighj6*01
4059,ighv1-69d*01,ighd6-13*01,ighj5*02
4060,ighv3-64d*06,ighd2-21*02,ighj6*01
4061,ighv2-5*02,ighd2-8*02,ighj2*01
4062,ighv4-61*02,ighd5-12*01,ighj4*02
4063,ighv3-73*01,ighd2-21*02,ighj4*03
4064,ighv1-69-2*01,ighd3-9*01,ighj4*02
4065,ighv3-64*05,ighd5-12*01,ighj6*04
4066,ighv6-1*02,ighd4-4*01,ighj5*01
4067,ighv2-26*03,ighd1-20*01,ighj4*02
4068,ighv3-53*02,ighd2-21*02,ighj6*01
4069,ighv1-69d*01,ighd3-10*02,ighj4*03
4070,ighv1-3*02,ighd4-4*01,ighj5*02
4071,ighv3-21*06,ighd3-10*02,ighj6*01
4072,ighv3-72*01,ighd4-4*01,ighj5*01
4073,ighv2-70d*04,ighd3-9*01,ighj4*03
4074,ighv3-53*01,ighd6-6*01,ighj4*02
4075,ighv2-70d*04,ighd3-16*02,ighj4*03
4076,ighv1-58*02,ighd6-19*01,ighj3*02
4077,ighv2-26*03,ighd3-16*01,ighj6*04
4078,ighv1-69-2*01,ighd1-20*01,ighj5*02
4079,ighv5-51*07,ighd1-26*01,ighj2*01
4080,ighv1-46*03,ighd3-22*01,ighj4*02
4081,ighv6-1*01,ighd6-19*01,ighj5*02
4082,ighv1-8*02,ighd2-2*01,ighj4*03
4083,ighv1-18*03,ighd1-26*01,ighj3*01
4084,ighv5-10-1*03,ighd3-3*01,ighj4*02
4085,ighv1-58*01,ighd6-6*01,ighj4*02
4086,ighv1-2*07,ighd4-17*01,ighj4*03
4087,ighv3-33*06,ighd2-8*01,ighj3*01
4088,ighv3-nl1*01,ighd2-8*01,ighj3*01
4089,ighv1-46*03,ighd2-8*01,ighj6*04
4090,ighv1-69*09,ighd3-10*01,ighj5*02
4091,ighv3-15*06,ighd6-25*01,ighj6*01
4092,ighv1-24*01,ighd1-26*01,ighj4*03
4093,ighv1-69-2*01,ighd3-10*01,ighj4*02
4094,ighv3-35*02,ighd2-2*01,ighj6*01
4095,ighv3-7*03,ighd2-8*02,ighj5*01
4096,ighv5-10-1*03,ighd2-2*02,ighj5*02
4097,ighv3-73*01,ighd1-26*01,ighj4*03
4098,ighv1-69*14,ighd3-10*02,ighj4*03
4099,ighv1-3*03,ighd2-2*01,ighj6*01
4100,ighv2-70d*14,ighd6-6*01,ighj4*02
4101,ighv1-3*02,ighd1-1*01,ighj2*01
4102,ighv3-73*01,ighd3-10*02,ighj6*01
4103,ighv3-49*01,ighd3-10*01,ighj3*01
4104,ighv1-18*04,ighd3-3*02,ighj3*02
4105,ighv1-3*03,ighd3-3*02,ighj4*03
4106,ighv4-30-4*01,ighd3-3*01,ighj6*04
4107,ighv1-69d*01,ighd3-10*01,ighj6*04
4108,ighv4-4*08,ighd6-6*01,ighj4*03
4109,ighv3-9*02,ighd3-22*01,ighj6*01
4110,ighv3-49*05,ighd3-16*02,ighj4*03
4111,ighv3-43*02,ighd6-19*01,ighj4*02
4112,ighv2-70*20,ighd6-19*01,ighj4*03
4113,ighv3-49*05,ighd6-25*01,ighj4*03
4114,ighv6-1*01,ighd6-19*01,ighj1*01
4115,ighv1-8*02,ighd3-16*02,ighj4*03
4116,ighv1-8*02,ighd5-12*01,ighj4*03
4117,ighv5-51*07,ighd3-3*02,ighj4*03
4118,ighv3-62*04,ighd2-2*02,ighj3*01
4119,ighv3-66*01,ighd3-10*02,ighj6*01
4120,ighv2-26*03,ighd3-16*01,ighj4*02
4121,ighv1-2*06,ighd3-9*01,ighj4*02
4122,ighv1-45*02,ighd3-9*01,ighj6*04
4123,ighv3-43*01,ighd3-9*01,ighj4*03
4124,ighv2-5*01,ighd2-2*02,ighj5*02
4125,ighv3-nl1*01,ighd6-13*01,ighj4*03
4126,ighv5-10-1*03,ighd2-8*01,ighj6*04
4127,ighv5-10-1*04,ighd3-9*01,ighj4*03
4128,ighv1-58*02,ighd4-4*01,ighj3*02
4129,ighv1-69*09,ighd6-13*01,ighj5*02
4130,ighv1-58*02,ighd3-22*01,ighj4*03
4131,ighv1-69*09,ighd4-17*01,ighj5*02
4132,ighv1-69-2*01,ighd3-9*01,ighj4*03
4133,ighv1-8*02,ighd2-15*01,ighj4*03
4134,ighv2-70d*04,ighd6-6*01,ighj4*03
4135,ighv2-70d*14,ighd1-7*01,ighj3*01
4136,ighv4-30-2*05,ighd3-9*01,ighj4*03
4137,ighv1-69d*01,ighd1-7*01,ighj4*03
4138,ighv4-59*11,ighd6-6*01,ighj4*03
4139,ighv2-70*10,ighd6-19*01,ighj4*02
4140,ighv3-20*04,ighd2-2*02,ighj4*02
4141,ighv1-46*04,ighd3-3*02,ighj3*02
4142,ighv3-49*01,ighd3-3*01,ighj5*02
4143,ighv5-10-1*03,ighd2-15*01,ighj4*02
4144,ighv2-5*02,ighd2-8*02,ighj5*01
4145,ighv2-5*02,ighd1-1*01,ighj3*02
4146,ighv5-10-1*03,ighd1-7*01,ighj3*01
4147,ighv1-69*09,ighd4-17*01,ighj6*04
4148,ighv1-69d*01,ighd6-13*01,ighj6*01
4149,ighv6-1*01,ighd1-1*01,ighj4*02
4150,ighv1-8*01,ighd6-13*01,ighj1*01
4151,ighv3-49*01,ighd2-8*01,ighj4*02
4152,ighv2-26*03,ighd5-12*01,ighj5*02
4153,ighv2-70*20,ighd2-15*01,ighj4*03
4154,ighv3-62*04,ighd1-20*01,ighj4*02
4155,ighv1-58*01,ighd1-26*01,ighj6*04
4156,ighv3-49*05,ighd4-4*01,ighj3*02
4157,ighv1-24*01,ighd3-3*01,ighj3*01
4158,ighv1-2*07,ighd6-6*01,ighj4*03
4159,ighv1-2*06,ighd3-3*01,ighj4*02
4160,ighv3-30-5*01,ighd3-10*01,ighj2*01
4161,ighv3-53*02,ighd3-10*02,ighj5*01
4162,ighv1-46*03,ighd3-3*01,ighj2*01
4163,ighv1-69-2*01,ighd1-20*01,ighj4*02
4164,ighv2-26*02,ighd2-21*02,ighj4*03
4165,ighv3-15*06,ighd3-16*02,ighj4*03
4166,ighv3-30-5*01,ighd4-4*01,ighj4*02
4167,ighv1-69d*01,ighd1-1*01,ighj4*03
4168,ighv1-3*02,ighd4-4*01,ighj6*04
4169,ighv3-21*06,ighd6-13*01,ighj5*01
4170,ighv1-46*04,ighd3-9*01,ighj6*01
4171,ighv4-38-2*02,ighd3-3*02,ighj5*01
4172,ighv1-18*03,ighd2-2*02,ighj6*04
4173,ighv3-66*03,ighd4-4*01,ighj4*02
4174,ighv3-49*05,ighd5-18*01,ighj5*01
4175,ighv3-73*01,ighd3-10*02,ighj3*02
4176,ighv4-59*01,ighd6-6*01,ighj6*04
4177,ighv2-26*03,ighd5-5*01,ighj4*02
4178,ighv2-70d*04,ighd6-6*01,ighj4*03
4179,ighv1-8*01,ighd6-25*01,ighj4*02
4180,ighv3-11*05,ighd3-16*01,ighj1*01
4181,ighv1-69d*01,ighd3-3*01,ighj4*02
4182,ighv1-24*01,ighd2-21*02,ighj5*01
4183,ighv1-8*01,ighd6-13*01,ighj6*04
4184,ighv1-3*02,ighd3-16*01,ighj5*02
4185,ighv4-59*11,ighd1-1*01,ighj6*01
4186,ighv1-46*04,ighd3-9*01,ighj6*01
4187,ighv1-2*07,ighd2-21*02,ighj4*03
4188,ighv2-70*10,ighd1-20*01,ighj5*02
4189,ighv3-13*05,ighd4-17*01,ighj4*03
4190,ighv1-46*03,ighd6-19*01,ighj4*02
4191,ighv1-69*09,ighd5-18*01,ighj4*02
4192,ighv3-53*01,ighd5-18*01,ighj5*02
4193,ighv1-24*01,ighd3-10*02,ighj6*01
4194,ighv3-23*04,ighd1-7*01,ighj6*01
4195,ighv2-5*01,ighd2-2*02,ighj4*02
4196,ighv2-70*10,ighd3-10*01,ighj5*02
4197,ighv6-1*02,ighd5-18*01,ighj4*03
4198,ighv1-18*04,ighd3-3*02,ighj3*02
4199,ighv1-2*06,ighd6-6*01,ighj4*02
4200,ighv6-1*02,ighd1-20*01,ighj4*03
4201,ighv2-70*20,ighd5-5*01,ighj2*01
4202,ighv1-46*04,ighd2-8*02,ighj4*03
4203,ighv3-73*01,ighd3-10*02,ighj4*03
4204,ighv1-58*01,ighd2-8*01,ighj4*02
4205,ighv2-70*10,ighd4-4*01,ighj4*02
4206,ighv1-2*07,ighd1-7*01,ighj2*01
4207,ighv1-69-2*01,ighd3-3*01,ighj4*02
4208,ighv3-72*01,ighd5-18*01,ighj1*01
4209,ighv1-24*01,ighd3-9*01,ighj5*01
4210,ighv1-69-2*01,ighd1-26*01,ighj4*02
4211,ighv3-20*01,ighd4-17*01,ighj2*01
4212,ighv2-70d*14,ighd1-1*01,ighj3*01
4213,ighv2-5*02,ighd2-21*02,ighj6*01
4214,ighv6-1*01,ighd1-7*01,ighj6*04
4215,ighv2-26*02,ighd3-9*01,ighj4*03
4216,ighv1-18*03,ighd3-3*01,ighj6*04
4217,ighv4-30-2*05,ighd6-6*01,ighj4*03
4218,ighv1-58*01,ighd3-22*01,ighj5*02
4219,ighv2-70d*14,ighd5-5*01,ighj5*02
4220,ighv3-43d*03,ighd2-8*02,ighj4*03
4221,ighv3-30*03,ighd4-17*01,ighj3*01
4222,ighv1-69*14,ighd2-8*02,ighj4*03
4223,ighv3-66*03,ighd7-27*01,ighj5*02
4224,ighv3-7*05,ighd2-21*01,ighj4*02
4225,ighv1-24*01,ighd6-19*01,ighj6*04
4226,ighv3-33*02,ighd6-13*01,ighj5*01
4227,ighv1-46*03,ighd2-15*01,ighj4*02
4228,ighv6-1*02,ighd3-3*02,ighj4*03
4229,ighv1-69*09,ighd6-25*01,ighj2*01
4230,ighv1-69*09,ighd1-7*01,ighj4*02
4231,ighv1-69-2*01,ighd6-13*01,ighj3*02
4232,ighv1-8*01,ighd1-1*01,ighj5*02
4233,ighv3-9*01,ighd3-10*01,ighj4*02
4234,ighv3-23*01,ighd6-25*01,ighj1*01
4235,ighv1-8*01,ighd3-3*01,ighj4*02
4236,ighv1-2*07,ighd4-17*01,ighj4*03
4237,ighv1-45*01,ighd6-25*01,ighj4*03
4238,ighv1-2*07,ighd2-21*02,ighj4*03
4239,ighv3-11*05,ighd2-21*01,ighj6*04
4240,ighv3-72*01,ighd4-17*01,ighj6*04
4241,ighv5-51*07,ighd3-10*02,ighj4*03
4242,ighv1-46*04,ighd3-9*01,ighj4*03
4243,ighv3-49*05,ighd3-10*02,ighj5*01
4244,ighv3-23*01,ighd4-4*01,ighj4*02
4245,ighv3-15*06,ighd3-3*02,ighj4*03
4246,ighv5-10-1*04,ighd2-2*01,ighj4*03
4247,ighv1-8*02,ighd3-3*02,ighj6*01
4248,ighv1-58*01,ighd2-15*01,ighj5*02
4249,ighv1-46*04,ighd2-21*02,ighj4*03
4250,ighv3-30-3*03,ighd1-1*01,ighj6*04
4251,ighv3-23*01,ighd4-17*01,ighj4*02
4252,ighv1-69*14,ighd3-22*01,ighj4*03
4253,ighv1-2*07,ighd6-6*01,ighj6*01
4254,ighv1-18*04,ighd2-21*02,ighj4*03
4255,ighv1-24*01,ighd6-25*01,ighj4*03
4256,ighv1-69*14,ighd3-22*01,ighj4*03
4257,ighv1-18*04,ighd4-4*01,ighj6*01
4258,ighv3-11*06,ighd4-4*01,ighj4*03
4259,ighv1-2*06,ighd3-10*01,ighj4*02
4260,ighv2-70*20,ighd3-16*02,ighj3*02
4261,ighv2-70d*14,ighd1-7*01,ighj4*02
4262,ighv1-24*01,ighd2-15*01,ighj4*02
4263,ighv3-43d*04,ighd6-19*01,ighj4*02
4264,ighv3-9*02,ighd6-25*01,ighj4*03
4265,ighv3-11*06,ighd5-18*01,ighj4*03
4266,ighv1-8*01,ighd3-10*01,ighj3*01
4267,ighv3-35*02,ighd5-18*01,ighj4*03
4268,ighv1-2*06,ighd2-21*01,ighj4*02
4269,ighv3-23d*01,ighd1-20*01,ighj4*02
4270,ighv7-4-1*02,ighd3-3*01,ighj5*02
4271,ighv1-58*01,ighd2-15*01,ighj4*02
4272,ighv3-nl1*01,ighd6-19*01,ighj6*01
4273,ighv3-nl1*01,ighd4-4*01,ighj6*04
4274,ighv3-9*01,ighd1-1*01,ighj4*02
4275,ighv3-15*05,ighd1-26*01,ighj4*02
4276,ighv3-9*01,ighd6-19*01,ighj6*04
4277,ighv1-46*03,ighd2-21*01,ighj4*02
4278,ighv3-30*03,ighd1-20*01,ighj4*02
4279,ighv2-5*02,ighd3-3*02,ighj4*03
4280,ighv1-18*03,ighd4-17*01,ighj4*02
4281,ighv2-70d*14,ighd3-3*01,ighj4*02
4282,ighv1-24*01,ighd3-16*02,ighj3*02
4283,ighv6-1*01,ighd1-7*01,ighj3*01
4284,ighv1-24*01,ighd5-18*01,ighj6*01
4285,ighv2-5*02,ighd2-2*01,ighj5*01
4286,ighv1-2*06,ighd6-25*01,ighj6*04
4287,ighv1-69*09,ighd4-4*01,ighj4*02
4288,ighv1-18*04,ighd3-3*02,ighj5*01
4289,ighv6-1*02,ighd3-22*01,ighj4*03
4290,ighv1-69d*01,ighd1-1*01,ighj6*04
4291,ighv3-nl1*01,ighd3-9*01,ighj5*01
4292,ighv1-58*01,ighd6-13*01,ighj6*04
4293,ighv7-4-1*02,ighd2-8*01,ighj5*02
4294,ighv1-24*01,ighd6-6*01,ighj3*01
4295,ighv4-28*05,ighd3-10*01,ighj2*01
4296,ighv1-69*14,ighd4-4*01,ighj4*03
4297,ighv3-23d*01,ighd1-1*01,ighj4*02
4298,ighv2-70*20,ighd5-12*01,ighj4*03
4299,ighv4-61*02,ighd4-4*01,ighj4*02
4300,ighv3-21*06,ighd2-21*02,ighj6*01
4301,ighv3-30-3*03,ighd2-2*02,ighj4*02
4302,ighv2-26*03,ighd2-8*01,ighj4*02
4303,ighv1-2*07,ighd3-22*01,ighj6*01
4304,ighv3-21*06,ighd5-12*01,ighj4*03
4305,ighv2-5*02,ighd7-27*01,ighj6*01
4306,ighv1-69d*01,ighd5-18*01,ighj1*01
4307,ighv3-15*06,ighd6-19*01,ighj5*01
4308,ighv3-23d*01,ighd3-3*02,ighj6*01
4309,ighv3-72*01,ighd3-10*02,ighj4*03
4310,ighv1-69d*01,ighd2-21*01,ighj6*04
4311,ighv3-64d*09,ighd5-12*01,ighj4*02
4312,ighv3-9*02,ighd2-8*02,ighj4*03
4313,ighv3-13*01,ighd6-25*01,ighj4*02
4314,ighv7-4-1*01,ighd3-9*01,ighj6*01
4315,ighv2-26*02,ighd6-6*01,ighj4*03
4316,ighv3-64d*09,ighd3-22*01,ighj6*04
4317,ighv1-24*01,ighd2-21*01,ighj4*02
4318,ighv1-46*04,ighd5-5*01,ighj6*01
4319,ighv6-1*01,ighd3-3*01,ighj3*01
4320,ighv3-64d*09,ighd6-6*01,ighj4*02
4321,ighv1-2*06,ighd2-8*01,ighj6*04
4322,ighv6-1*02,ighd2-2*01,ighj4*03
4323,ighv3-23d*01,ighd3-3*02,ighj4*03
4324,ighv2-70*20,ighd5-12*01,ighj4*03
4325,ighv2-26*03,ighd5-5*01,ighj6*04
4326,ighv1-69-2*01,ighd1-20*01,ighj4*02
4327,ighv3-64d*09,ighd3-16*01,ighj4*02
4328,ighv1-69*09,ighd5-5*01,ighj4*02
4329,ighv3-nl1*01,ighd1-1*01,ighj4*02
4330,ighv1-24*01,ighd2-15*01,ighj4*02
4331,ighv1-58*02,ighd2-21*02,ighj6*01
4332,ighv3-30-5*01,ighd3-22*01,ighj4*02
4333,ighv2-26*03,ighd2-21*01,ighj5*02
4334,ighv2-70d*14,ighd1-20*01,ighj4*02
4335,ighv1-58*02,ighd5-12*01,ighj5*01
4336,ighv2-70d*04,ighd3-10*02,ighj5*01
4337,ighv1-3*03,ighd3-3*02,ighj4*03
4338,ighv1-18*03,ighd6-13*01,ighj4*02
4339,ighv1-46*04,ighd2-21*02,ighj4*03
4340,ighv6-1*02,ighd3-9*01,ighj4*03
4341,ighv1-45*01,ighd2-8*02,ighj2*01
4342,ighv4-4*08,ighd4-4*01,ighj6*01
4343,ighv3-66*03,ighd6-19*01,ighj5*02
4344,ighv2-5*01,ighd2-15*01,ighj4*02
4345,ighv1-46*04,ighd1-26*01,ighj6*01
4346,ighv1-18*03,ighd1-1*01,ighj4*02
4347,ighv4-61*02,ighd5-12*01,ighj4*02
4348,ighv3-nl1*01,ighd3-22*01,ighj6*01
4349,ighv4-31*10,ighd5-12*01,ighj4*02
4350,ighv3-43d*04,ighd4-4*01,ighj3*01
4351,ighv2-5*01,ighd4-17*01,ighj4*02
4352,ighv1-3*03,ighd4-4*01,ighj3*02
4353,ighv3-33*06,ighd1-1*01,ighj4*02
4354,ighv1-69-2*01,ighd3-22*01,ighj6*01
4355,ighv2-70d*14,ighd3-3*01,ighj5*02
4356,ighv5-10-1*04,ighd6-13*01,ighj6*01
4357,ighv1-46*04,ighd6-13*01,ighj6*01
4358,ighv1-69d*01,ighd2-2*02,ighj4*02
4359,ighv3-64*05,ighd5-12*01,ighj4*02
4360,ighv1-69*14,ighd3-16*02,ighj4*03
4361,ighv3-nl1*01,ighd6-19*01,ighj4*02
4362,ighv2-70d*04,ighd6-25*01,ighj6*01
4363,ighv3-23d*01,ighd4-17*01,ighj4*03
4364,ighv1-58*01,ighd1-20*01,ighj3*01
4365,ighv1-2*06,ighd2-21*01,ighj4*02
4366,ighv3-48*03,ighd5-18*01,ighj4*02
4367,ighv1-3*03,ighd2-15*01,ighj4*03
4368,ighv2-26*02,ighd3-3*02,ighj4*03
4369,ighv2-70d*04,ighd4-4*01,ighj4*03
4370,ighv3-20*04,ighd2-8*01,ighj5*02
4371,ighv1-69-2*01,ighd2-15*01,ighj4*03
4372,ighv4-34*10,ighd2-21*02,ighj4*03
4373,ighv1-3*02,ighd3-3*01,ighj6*04
4374,ighv1-69-2*01,ighd5-18*01,ighj5*01
4375,ighv2-70d*04,ighd3-3*02,ighj5*01
4376,ighv1-69d*01,ighd6-19*01,ighj6*04
4377,ighv1-69*14,ighd3-22*01,ighj6*01
4378,ighv1-18*03,ighd5-12*01,ighj4*02
4379,ighv1-24*01,ighd4-4*01,ighj1*01
4380,ighv1-46*04,ighd5-5*01,ighj5*01
4381,ighv3-43d*04,ighd6-19*01,ighj6*04
4382,ighv1-18*03,ighd3-10*01,ighj6*04
4383,ighv1-2*06,ighd2-15*01,ighj4*02
4384,ighv2-70d*04,ighd6-19*01,ighj6*01
4385,ighv2-70d*04,ighd3-16*02,ighj4*03
4386,ighv3-20*04,ighd1-1*01,ighj6*04
4387,ighv1-46*04,ighd1-1*01,ighj6*01
4388,ighv2-5*02,ighd1-26*01,ighj4*03
4389,ighv3-35*02,ighd5-5*01,ighj3*01
4390,ighv1-3*02,ighd6-25*01,ighj6*04
4391,ighv3-48*04,ighd4-17*01,ighj4*03
4392,ighv1-3*02,ighd6-25*01,ighj4*02
4393,ighv1-69*09,ighd3-3*01,ighj6*04
4394,ighv1-45*02,ighd3-22*01,ighj4*02
4395,ighv1-3*02,ighd6-6*01,ighj5*02
4396,ighv3-15*06,ighd1-1*01,ighj6*01
4397,ighv1-45*01,ighd3-10*02,ighj4*03
4398,ighv2-5*01,ighd3-3*01,ighj4*02
4399,ighv1-69*09,ighd6-25*01,ighj4*02
4400,ighv1-3*03,ighd1-7*01,ighj6*01
4401,ighv1-3*03,ighd6-19*01,ighj6*01
4402,ighv1-58*01,ighd3-22*01,ighj4*02
4403,ighv4-4*01,ighd3-9*01,ighj6*04
4404,ighv3-62*04,ighd4-17*01,ighj5*01
4405,ighv3-9*02,ighd2-8*02,ighj4*03
4406,ighv3-13*05,ighd3-9*01,ighj4*03
4407,ighv4-4*01,ighd6-6*01,ighj4*02
4408,ighv2-70*10,ighd6-6*01,ighj6*04
4409,ighv1-69d*01,ighd5-12*01,ighj4*03
4410,ighv1-3*03,ighd3-16*02,ighj4*03
4411,ighv1-24*01,ighd5-18*01,ighj4*02
4412,ighv1-69d*01,ighd5-5*01,ighj6*01
4413,ighv1-69d*01,ighd2-15*01,ighj6*04
4414,ighv3-30*03,ighd2-8*01,ighj5*02
4415,ighv4-4*01,ighd3-9*01,ighj6*04
4416,ighv1-46*03,ighd2-2*02,ighj4*02
4417,ighv3-21*02,ighd1-1*01,ighj5*02
4418,ighv1-46*04,ighd1-1*01,ighj5*01
4419,ighv4-31*02,ighd5-18*01,ighj5*01
4420,ighv3-7*03,ighd5-12*01,ighj1*01
4421,ighv5-51*07,ighd3-10*02,ighj4*03
4422,ighv4-61*02,ighd2-15*01,ighj4*02
4423,ighv1-69d*01,ighd7-27*01,ighj5*01
4424,ighv3-nl1*01,ighd2-15*01,ighj4*03
4425,ighv3-64*05,ighd4-17*01,ighj4*02
4426,ighv1-2*07,ighd6-13*01,ighj5*01
4427,ighv3-13*05,ighd3-3*02,ighj6*01
4428,ighv3-33*02,ighd6-25*01,ighj4*03
4429,ighv1-69-2*01,ighd2-15*01,ighj3*02
4430,ighv1-69-2*01,ighd3-22*01,ighj6*04
4431,ighv1-69*14,ighd4-4*01,ighj4*03
4432,ighv3-53*01,ighd4-4*01,ighj3*01
4433,ighv3-53*01,ighd5-18*01,ighj4*02
4434,ighv3-72*01,ighd1-1*01,ighj4*02
4435,ighv3-20*04,ighd5-18*01,ighj4*02
4436,ighv2-5*01,ighd1-7*01,ighj6*04
4437,ighv1-69d*01,ighd4-4*01,ighj4*03
4438,ighv4-28*05,ighd2-8*01,ighj4*02
4439,ighv1-69*14,ighd5-18*01,ighj4*03
4440,ighv1-69*09,ighd3-16*01,ighj4*02
4441,ighv1-2*06,ighd6-25*01,ighj4*02
4442,ighv1-69d*01,ighd3-10*02,ighj5*01
4443,ighv3-62*04,ighd2-8*01,ighj4*02
4444,ighv3-30-5*01,ighd1-1*01,ighj6*04
4445,ighv2-5*01,ighd6-13*01,ighj4*02
4446,ighv3-62*04,ighd6-19*01,ighj4*03
4447,ighv3-15*06,ighd5-12*01,ighj4*03
4448,ighv1-69d*01,ighd2-8*02,ighj4*03
4449,ighv3-30-5*02,ighd4-17*01,ighj4*03
4450,ighv3-64d*09,ighd3-16*01,ighj6*04
4451,ighv1-58*02,ighd2-2*01,ighj6*01
4452,ighv7-4-1*01,ighd3-16*02,ighj4*03
4453,ighv7-4-1*02,ighd5-5*01,ighj6*04
4454,ighv3-11*06,ighd6-25*01,ighj4*03
4455,ighv1-58*02,ighd2-2*01,ighj3*02
4456,ighv1-18*03,ighd3-9*01,ighj4*02
4457,ighv3-66*01,ighd1-1*01,ighj4*03
4458,ighv1-46*04,ighd6-6*01,ighj4*03
4459,ighv3-49*05,ighd2-2*01,ighj6*01
4460,ighv3-30-3*02,ighd2-2*01,ighj3*02
4461,ighv2-70d*04,ighd2-15*01,ighj3*02
4462,ighv1-69-2*01,ighd4-17*01,ighj5*01
4463,ighv1-58*02,ighd5-5*01,ighj3*02
4464,ighv2-5*02,ighd6-25*01,ighj3*02
4465,ighv1-2*06,ighd3-10*01,ighj4*02
4466,ighv2-70*20,ighd3-10*02,ighj6*01
4467,ighv3-20*04,ighd2-15*01,ighj5*02
4468,ighv1-69-2*01,ighd6-25*01,ighj4*03
4469,ighv3-53*01,ighd4-17*01,ighj6*04
4470,ighv1-24*01,ighd3-10*01,ighj5*02
4471,ighv7-4-1*02,ighd6-19*01,ighj5*02
4472,ighv2-70*20,ighd6-6*01,ighj1*01
4473,ighv1-69d*01,ighd1-20*01,ighj4*03
4474,ighv1-24*01,ighd1-26*01,ighj4*02
4475,ighv3-64*05,ighd4-17*01,ighj4*02
4476,ighv3-43*02,ighd6-6*01,ighj6*04
4477,ighv3-48*03,ighd3-16*01,ighj3*01
4478,ighv2-70*10,ighd4-17*01,ighj4*02
4479,ighv4-34*10,ighd5-5*01,ighj4*03
4480,ighv1-45*01,ighd6-6*01,ighj6*01
4481,ighv1-3*02,ighd6-6*01,ighj5*02
4482,ighv3-33*02,ighd5-18*01,ighj4*03
4483,ighv2-5*02,ighd1-7*01,ighj4*03
4484,ighv1-3*03,ighd1-20*01,ighj1*01
4485,ighv3-11*06,ighd1-7*01,ighj4*03
4486,ighv1-18*04,ighd5-12*01,ighj3*02
4487,ighv1-69d*01,ighd1-7*01,ighj4*02
4488,ighv1-46*04,ighd1-7*01,ighj3*02
4489,ighv4-34*09,ighd3-22*01,ighj4*02
4490,ighv1-58*01,ighd3-16*01,ighj6*04
4491,ighv3-9*01,ighd3-22*01,ighj6*04
4492,ighv3-64d*06,ighd3-10*02,ighj4*03
4493,ighv3-nl1*01,ighd3-9*01,ighj4*02
4494,ighv3-11*05,ighd5-12*01,ighj4*02
4495,ighv2-26*02,ighd3-16*02,ighj3*02
4496,ighv1-3*02,ighd4-4*01,ighj6*04
4497,ighv1-18*03,ighd1-7*01,ighj5*02
4498,ighv1-45*02,ighd4-17*01,ighj4*02
4499,ighv2-70d*14,ighd3-9*01,ighj4*02
4500,ighv3-23d*01,ighd3-9*01,ighj3*02
4501,ighv1-46*04,ighd6-6*01,ighj6*01
4502,ighv1-46*03,ighd6-25*01,ighj5*02
4503,ighv1-46*03,ighd1-1*01,ighj6*04
4504,ighv3-nl1*01,ighd3-10*01,ighj4*02
4505,ighv1-18*03,ighd1-20*01,ighj6*04
4506,ighv6-1*02,ighd6-6*01,ighj6*01
4507,ighv3-30*04,ighd5-18*01,ighj4*03
4508,ighv1-18*03,ighd3-3*01,ighj4*02
4509,ighv6-1*01,ighd1-20*01,ighj4*02
4510,ighv1-58*02,ighd1-26*01,ighj4*03
4511,ighv3-21*06,ighd3-16*02,ighj4*03
4512,ighv1-2*06,ighd2-15*01,ighj6*04
4513,ighv1-58*02,ighd2-8*02,ighj4*03
4514,ighv1-69d*01,ighd4-17*01,ighj6*01
4515,ighv2-70*10,ighd3-16*01,ighj4*02
4516,ighv3-13*05,ighd4-17*01,ighj5*01
4517,ighv1-24*01,ighd6-13*01,ighj6*04
