sequence_number,V_allele,D_allele,J_allele
6301,ighv1-8*02,ighd4-17*01,ighj4*03
6302,ighv1-58*02,ighd2-15*01,ighj4*03
6303,ighv1-8*01,ighd6-19*01,ighj5*02
6304,ighv2-26*03,ighd1-26*01,ighj6*04
6305,ighv3-13*05,ighd3-22*01,ighj6*01
6306,ighv5-10-1*04,ighd6-6*01,ighj4*03
6307,ighv3-11*06,ighd4-4*01,ighj4*03
6308,ighv1-18*04,ighd2-21*02,ighj6*01
6309,ighv1-3*02,ighd2-15*01,ighj3*01
6310,ighv1-69-2*01,ighd2-15*01,ighj4*03
6311,ighv3-15*06,ighd3-10*02,ighj3*02
6312,ighv1-69d*01,ighd6-13*01,ighj2*01
6313,ighv1-69*09,ighd3-10*01,ighj3*01
6314,ighv4-34*10,ighd3-10*02,ighj4*03
6315,ighv1-24*01,ighd4-4*01,ighj2*01
6316,ighv1-3*02,ighd1-1*01,ighj6*04
6317,ighv4-30-4*01,ighd2-21*01,ighj3*01
6318,ighv1-24*01,ighd2-21*01,ighj4*02
6319,ighv3-53*01,ighd4-17*01,ighj5*02
6320,ighv1-18*03,ighd6-25*01,ighj5*02
6321,ighv1-24*01,ighd5-5*01,ighj5*02
6322,ighv1-69-2*01,ighd6-19*01,ighj4*02
6323,ighv1-2*06,ighd2-8*01,ighj4*02
6324,ighv3-20*01,ighd7-27*01,ighj1*01
6325,ighv3-11*05,ighd3-9*01,ighj6*04
6326,ighv1-18*04,ighd2-15*01,ighj4*03
6327,ighv1-3*02,ighd6-25*01,ighj3*01
6328,ighv1-69*14,ighd1-20*01,ighj3*02
6329,ighv3-23*01,ighd3-9*01,ighj4*02
6330,ighv3-64*03,ighd2-8*02,ighj6*01
6331,ighv1-18*03,ighd6-6*01,ighj3*01
6332,ighv1-45*02,ighd3-3*01,ighj4*02
6333,ighv1-46*04,ighd4-17*01,ighj6*01
6334,ighv3-nl1*01,ighd3-10*02,ighj6*01
6335,ighv3-73*02,ighd4-17*01,ighj4*02
6336,ighv1-46*04,ighd3-9*01,ighj6*01
6337,ighv3-11*05,ighd3-10*01,ighj6*04
6338,ighv1-58*01,ighd2-8*01,ighj4*02
6339,ighv1-8*01,ighd3-16*01,ighj6*04
6340,ighv3-21*02,ighd2-21*01,ighj4*02
6341,ighv4-38-2*01,ighd6-6*01,ighj4*02
6342,ighv2-70d*14,ighd1-1*01,ighj4*02
6343,ighv3-64d*06,ighd3-10*02,ighj6*01
6344,ighv1-69*14,ighd3-10*02,ighj3*02
6345,ighv2-70d*04,ighd3-3*02,ighj4*03
6346,ighv3-53*01,ighd1-7*01,ighj3*01
6347,ighv1-3*03,ighd2-2*01,ighj4*03
6348,ighv1-3*02,ighd6-13*01,ighj6*04
6349,ighv2-5*01,ighd2-15*01,ighj4*02
6350,ighv3-30*04,ighd2-8*02,ighj4*03
6351,ighv3-9*02,ighd2-21*02,ighj4*03
6352,ighv1-24*01,ighd4-17*01,ighj6*04
6353,ighv2-70*10,ighd3-22*01,ighj5*02
6354,ighv1-3*02,ighd2-15*01,ighj4*02
6355,ighv3-73*02,ighd3-22*01,ighj4*02
6356,ighv1-69d*01,ighd3-10*01,ighj6*04
6357,ighv3-66*03,ighd2-2*02,ighj5*02
6358,ighv3-nl1*01,ighd3-16*01,ighj6*04
6359,ighv3-30-3*02,ighd3-10*02,ighj4*03
6360,ighv1-45*01,ighd6-19*01,ighj2*01
6361,ighv1-3*02,ighd5-12*01,ighj3*01
6362,ighv1-3*03,ighd4-4*01,ighj4*03
6363,ighv1-69*09,ighd2-2*02,ighj6*04
6364,ighv2-70*10,ighd6-19*01,ighj6*04
6365,ighv3-21*02,ighd5-12*01,ighj4*02
6366,ighv1-69d*01,ighd3-3*01,ighj4*02
6367,ighv2-5*02,ighd3-10*02,ighj4*03
6368,ighv3-48*04,ighd2-2*01,ighj4*03
6369,ighv1-8*01,ighd3-9*01,ighj4*02
6370,ighv1-18*03,ighd3-3*01,ighj6*04
6371,ighv2-70*20,ighd6-13*01,ighj6*01
6372,ighv3-13*05,ighd6-6*01,ighj4*03
6373,ighv2-26*02,ighd3-16*02,ighj5*01
6374,ighv3-13*05,ighd6-25*01,ighj3*02
6375,ighv1-69d*01,ighd2-2*01,ighj3*02
6376,ighv3-13*01,ighd3-10*01,ighj4*02
6377,ighv2-70*20,ighd6-13*01,ighj4*03
6378,ighv1-69-2*01,ighd2-2*02,ighj5*02
6379,ighv3-23*04,ighd1-20*01,ighj4*03
6380,ighv1-69*14,ighd1-26*01,ighj4*03
6381,ighv3-74*02,ighd3-16*02,ighj2*01
6382,ighv2-5*01,ighd5-5*01,ighj4*02
6383,ighv3-64*03,ighd1-7*01,ighj4*03
6384,ighv2-5*02,ighd3-22*01,ighj4*03
6385,ighv2-5*02,ighd5-5*01,ighj4*03
6386,ighv1-69-2*01,ighd5-5*01,ighj4*03
6387,ighv1-24*01,ighd2-8*01,ighj6*04
6388,ighv4-61*02,ighd6-19*01,ighj6*04
6389,ighv3-43d*03,ighd5-18*01,ighj4*03
6390,ighv5-10-1*04,ighd3-10*02,ighj5*01
6391,ighv2-26*02,ighd4-17*01,ighj5*01
6392,ighv3-23*01,ighd1-1*01,ighj4*02
6393,ighv2-70d*04,ighd5-12*01,ighj6*01
6394,ighv2-26*02,ighd3-16*02,ighj5*01
6395,ighv1-69d*01,ighd3-10*01,ighj4*02
6396,ighv1-2*06,ighd4-17*01,ighj4*02
6397,ighv1-69d*01,ighd3-22*01,ighj4*03
6398,ighv3-30-5*02,ighd6-25*01,ighj4*03
6399,ighv2-26*02,ighd3-16*02,ighj4*03
6400,ighv4-31*10,ighd6-13*01,ighj6*04
6401,ighv1-24*01,ighd5-12*01,ighj1*01
6402,ighv2-5*01,ighd2-21*01,ighj6*04
6403,ighv1-46*03,ighd1-26*01,ighj6*04
6404,ighv1-8*01,ighd3-3*01,ighj3*01
6405,ighv7-4-1*02,ighd3-9*01,ighj4*02
6406,ighv3-74*02,ighd1-20*01,ighj5*01
6407,ighv2-26*03,ighd3-16*01,ighj4*02
6408,ighv3-72*01,ighd3-10*01,ighj5*02
6409,ighv1-2*07,ighd4-17*01,ighj4*03
6410,ighv1-8*02,ighd3-10*02,ighj5*01
6411,ighv2-5*02,ighd4-4*01,ighj5*01
6412,ighv1-45*01,ighd2-15*01,ighj5*01
6413,ighv3-33*06,ighd3-3*01,ighj6*04
6414,ighv4-59*01,ighd5-18*01,ighj6*04
6415,ighv1-69*14,ighd4-17*01,ighj5*01
6416,ighv3-11*06,ighd6-13*01,ighj1*01
6417,ighv2-5*02,ighd1-26*01,ighj3*02
6418,ighv1-69d*01,ighd1-7*01,ighj4*02
6419,ighv2-26*03,ighd1-26*01,ighj4*02
6420,ighv1-3*03,ighd1-20*01,ighj6*01
6421,ighv2-5*02,ighd6-6*01,ighj4*03
6422,ighv1-58*01,ighd3-10*01,ighj4*02
6423,ighv6-1*01,ighd1-26*01,ighj3*01
6424,ighv3-49*05,ighd4-17*01,ighj3*02
6425,ighv1-69d*01,ighd2-21*02,ighj4*03
6426,ighv1-18*04,ighd6-13*01,ighj4*03
6427,ighv4-59*01,ighd3-3*01,ighj3*01
6428,ighv3-nl1*01,ighd6-13*01,ighj6*01
6429,ighv1-69d*01,ighd3-3*02,ighj4*03
6430,ighv1-46*03,ighd1-20*01,ighj6*04
6431,ighv1-69*09,ighd1-1*01,ighj3*01
6432,ighv2-70d*04,ighd2-15*01,ighj5*01
6433,ighv4-4*01,ighd5-18*01,ighj4*02
6434,ighv2-70*10,ighd1-1*01,ighj6*04
6435,ighv3-15*05,ighd2-2*02,ighj3*01
6436,ighv2-70d*04,ighd3-16*02,ighj3*02
6437,ighv1-3*03,ighd5-12*01,ighj4*03
6438,ighv1-69d*01,ighd3-22*01,ighj6*01
6439,ighv2-70*20,ighd3-3*02,ighj4*03
6440,ighv1-3*02,ighd3-22*01,ighj6*04
6441,ighv1-58*01,ighd3-16*01,ighj6*04
6442,ighv1-69*09,ighd2-8*01,ighj3*01
6443,ighv3-43d*03,ighd7-27*01,ighj4*03
6444,ighv2-26*03,ighd6-13*01,ighj2*01
6445,ighv3-23d*01,ighd3-10*02,ighj4*03
6446,ighv3-21*02,ighd6-6*01,ighj4*02
6447,ighv1-69d*01,ighd2-8*02,ighj4*03
6448,ighv3-43*02,ighd5-12*01,ighj4*02
6449,ighv3-62*04,ighd3-22*01,ighj4*03
6450,ighv4-4*01,ighd6-25*01,ighj4*02
6451,ighv1-69*09,ighd3-22*01,ighj3*01
6452,ighv3-64d*09,ighd3-10*01,ighj5*02
6453,ighv5-51*03,ighd6-6*01,ighj4*02
6454,ighv3-43d*04,ighd1-7*01,ighj6*04
6455,ighv1-69d*01,ighd1-1*01,ighj3*02
6456,ighv1-2*06,ighd4-17*01,ighj4*02
6457,ighv3-9*02,ighd6-13*01,ighj4*03
6458,ighv1-69-2*01,ighd1-1*01,ighj4*03
6459,ighv4-34*10,ighd6-19*01,ighj4*03
6460,ighv3-35*02,ighd6-19*01,ighj4*02
6461,ighv1-69-2*01,ighd6-13*01,ighj4*02
6462,ighv1-58*01,ighd6-6*01,ighj4*02
6463,ighv3-20*04,ighd6-19*01,ighj3*01
6464,ighv2-70*10,ighd4-4*01,ighj4*02
6465,ighv2-5*02,ighd2-15*01,ighj4*03
6466,ighv3-62*04,ighd1-26*01,ighj4*02
6467,ighv1-45*02,ighd6-19*01,ighj4*02
6468,ighv3-64d*06,ighd2-8*02,ighj4*03
6469,ighv1-46*03,ighd5-5*01,ighj6*04
6470,ighv1-8*01,ighd3-3*01,ighj6*04
6471,ighv3-20*04,ighd1-26*01,ighj6*04
6472,ighv1-3*02,ighd3-16*01,ighj6*04
6473,ighv2-5*01,ighd2-2*02,ighj4*02
6474,ighv1-8*02,ighd6-19*01,ighj6*01
6475,ighv1-58*01,ighd6-13*01,ighj4*02
6476,ighv2-70d*04,ighd6-13*01,ighj4*03
6477,ighv3-49*01,ighd3-10*01,ighj2*01
6478,ighv1-69-2*01,ighd6-25*01,ighj6*01
6479,ighv1-58*02,ighd1-1*01,ighj4*03
6480,ighv3-nl1*01,ighd5-12*01,ighj6*01
6481,ighv1-8*01,ighd3-16*01,ighj4*02
6482,ighv1-69*14,ighd3-10*02,ighj4*03
6483,ighv1-69d*01,ighd3-9*01,ighj4*02
6484,ighv1-24*01,ighd4-17*01,ighj6*04
6485,ighv3-21*06,ighd1-7*01,ighj6*01
6486,ighv2-5*02,ighd6-19*01,ighj4*03
6487,ighv1-45*02,ighd2-2*02,ighj4*02
6488,ighv3-64*03,ighd5-18*01,ighj1*01
6489,ighv7-4-1*01,ighd1-26*01,ighj6*01
6490,ighv3-74*03,ighd4-4*01,ighj3*01
6491,ighv2-5*01,ighd2-8*01,ighj3*01
6492,ighv2-70*20,ighd2-21*02,ighj6*01
6493,ighv1-46*03,ighd2-2*02,ighj5*02
6494,ighv2-26*03,ighd2-8*01,ighj4*02
6495,ighv3-9*01,ighd3-16*01,ighj3*01
6496,ighv1-24*01,ighd3-3*02,ighj3*02
6497,ighv1-58*02,ighd6-13*01,ighj3*02
6498,ighv1-69*09,ighd5-18*01,ighj4*02
6499,ighv1-69-2*01,ighd3-3*02,ighj5*01
6500,ighv2-70d*14,ighd1-1*01,ighj4*02
6501,ighv3-21*06,ighd4-17*01,ighj3*02
6502,ighv3-30-3*03,ighd3-3*01,ighj4*02
6503,ighv3-48*04,ighd3-22*01,ighj4*03
6504,ighv1-69d*01,ighd6-25*01,ighj4*02
6505,ighv3-30-5*01,ighd3-16*01,ighj4*02
6506,ighv5-51*03,ighd4-17*01,ighj6*04
6507,ighv1-46*04,ighd3-16*02,ighj5*01
6508,ighv1-46*04,ighd5-18*01,ighj6*01
6509,ighv2-5*01,ighd1-1*01,ighj3*01
6510,ighv1-69*14,ighd6-6*01,ighj5*01
6511,ighv1-46*04,ighd5-18*01,ighj4*03
6512,ighv1-58*01,ighd3-16*01,ighj4*02
6513,ighv1-45*02,ighd6-25*01,ighj4*02
6514,ighv2-5*02,ighd1-1*01,ighj4*03
6515,ighv1-2*06,ighd6-19*01,ighj4*02
6516,ighv1-58*02,ighd3-10*02,ighj4*03
6517,ighv4-30-2*05,ighd6-25*01,ighj4*03
6518,ighv3-48*04,ighd3-10*02,ighj4*03
6519,ighv6-1*02,ighd3-22*01,ighj4*03
6520,ighv2-26*03,ighd3-16*01,ighj4*02
6521,ighv1-45*02,ighd5-18*01,ighj6*04
6522,ighv1-58*02,ighd4-4*01,ighj6*01
6523,ighv1-18*03,ighd3-16*01,ighj4*02
6524,ighv3-74*02,ighd2-21*02,ighj6*01
6525,ighv1-69*14,ighd3-16*02,ighj4*03
6526,ighv3-30*04,ighd1-26*01,ighj4*03
6527,ighv3-23*04,ighd1-26*01,ighj4*03
6528,ighv1-46*03,ighd3-9*01,ighj4*02
6529,ighv4-30-2*05,ighd1-26*01,ighj6*01
6530,ighv1-8*02,ighd4-17*01,ighj4*03
6531,ighv1-8*01,ighd1-7*01,ighj4*02
6532,ighv1-3*03,ighd3-3*02,ighj4*03
6533,ighv2-70d*14,ighd2-21*01,ighj3*01
6534,ighv3-49*01,ighd6-6*01,ighj5*02
6535,ighv3-43d*03,ighd6-6*01,ighj4*03
6536,ighv1-24*01,ighd3-10*01,ighj4*02
6537,ighv3-11*06,ighd1-1*01,ighj4*03
6538,ighv2-70*20,ighd3-22*01,ighj4*03
6539,ighv2-5*02,ighd3-3*02,ighj6*01
6540,ighv2-70*20,ighd1-20*01,ighj5*01
6541,ighv3-23*01,ighd5-18*01,ighj4*02
6542,ighv1-45*02,ighd3-10*01,ighj5*02
6543,ighv4-39*01,ighd4-4*01,ighj6*01
6544,ighv3-30-3*02,ighd2-15*01,ighj5*01
6545,ighv1-46*04,ighd2-2*01,ighj4*03
6546,ighv6-1*01,ighd3-22*01,ighj6*04
6547,ighv1-3*02,ighd3-9*01,ighj4*02
6548,ighv4-61*08,ighd5-5*01,ighj4*03
6549,ighv3-53*01,ighd3-22*01,ighj3*01
6550,ighv3-35*02,ighd6-25*01,ighj4*03
6551,ighv1-69*09,ighd3-10*01,ighj4*02
6552,ighv5-10-1*04,ighd1-1*01,ighj4*03
6553,ighv3-72*01,ighd5-18*01,ighj4*03
6554,ighv3-30-3*02,ighd6-6*01,ighj3*02
6555,ighv1-8*02,ighd3-9*01,ighj4*03
6556,ighv1-69*14,ighd3-3*02,ighj5*01
6557,ighv3-33*02,ighd3-9*01,ighj4*03
6558,ighv1-58*01,ighd6-19*01,ighj4*02
6559,ighv4-61*02,ighd6-6*01,ighj6*04
6560,ighv3-64*03,ighd4-17*01,ighj4*03
6561,ighv3-49*05,ighd6-6*01,ighj3*02
6562,ighv5-10-1*04,ighd2-2*01,ighj4*03
6563,ighv2-5*02,ighd6-6*01,ighj5*01
6564,ighv4-39*01,ighd3-10*02,ighj5*01
6565,ighv6-1*02,ighd5-18*01,ighj4*03
6566,ighv1-69d*01,ighd6-19*01,ighj6*01
6567,ighv1-69*14,ighd6-19*01,ighj5*01
6568,ighv1-58*02,ighd1-1*01,ighj3*02
6569,ighv1-46*04,ighd6-6*01,ighj4*03
6570,ighv1-69-2*01,ighd2-8*01,ighj4*02
6571,ighv1-2*06,ighd3-10*01,ighj5*02
6572,ighv1-58*02,ighd3-3*02,ighj3*02
6573,ighv4-61*02,ighd5-12*01,ighj4*02
6574,ighv2-70d*04,ighd3-22*01,ighj6*01
6575,ighv1-3*02,ighd3-3*01,ighj5*02
6576,ighv1-3*03,ighd6-25*01,ighj5*01
6577,ighv2-70*10,ighd6-19*01,ighj6*04
6578,ighv7-4-1*02,ighd3-10*01,ighj4*02
6579,ighv1-69d*01,ighd2-21*01,ighj5*02
6580,ighv2-26*02,ighd1-7*01,ighj6*01
6581,ighv3-15*05,ighd2-15*01,ighj4*02
6582,ighv2-26*02,ighd1-1*01,ighj4*03
6583,ighv3-49*05,ighd6-19*01,ighj4*03
6584,ighv3-64d*09,ighd6-25*01,ighj6*04
6585,ighv1-2*07,ighd2-2*01,ighj6*01
6586,ighv3-21*02,ighd6-6*01,ighj4*02
6587,ighv1-2*06,ighd1-20*01,ighj4*02
6588,ighv3-nl1*01,ighd6-25*01,ighj6*04
6589,ighv1-69d*01,ighd3-10*01,ighj4*02
6590,ighv1-46*03,ighd3-10*01,ighj4*02
6591,ighv3-33*06,ighd5-5*01,ighj4*02
6592,ighv3-30-5*02,ighd5-12*01,ighj4*03
6593,ighv3-73*01,ighd3-10*02,ighj4*03
6594,ighv4-30-4*01,ighd3-10*01,ighj5*02
6595,ighv1-18*03,ighd5-5*01,ighj4*02
6596,ighv1-58*01,ighd3-9*01,ighj4*02
6597,ighv3-53*02,ighd1-7*01,ighj4*03
6598,ighv3-7*05,ighd3-16*01,ighj6*04
6599,ighv2-70*20,ighd1-20*01,ighj6*01
6600,ighv1-46*04,ighd5-12*01,ighj5*01
6601,ighv3-73*02,ighd3-16*01,ighj3*01
6602,ighv3-23d*01,ighd2-21*02,ighj6*01
6603,ighv3-72*01,ighd3-3*01,ighj1*01
6604,ighv3-72*01,ighd6-25*01,ighj2*01
6605,ighv3-21*02,ighd1-7*01,ighj5*02
6606,ighv2-70d*14,ighd3-10*01,ighj3*01
6607,ighv3-20*01,ighd2-8*02,ighj6*01
6608,ighv2-70d*14,ighd3-9*01,ighj5*02
6609,ighv3-49*05,ighd6-19*01,ighj4*03
6610,ighv2-70d*14,ighd1-26*01,ighj6*04
6611,ighv1-2*07,ighd1-20*01,ighj5*01
6612,ighv4-4*01,ighd1-7*01,ighj3*01
6613,ighv2-26*03,ighd1-20*01,ighj5*02
6614,ighv4-28*06,ighd5-5*01,ighj5*01
6615,ighv4-38-2*02,ighd6-13*01,ighj4*03
6616,ighv1-46*04,ighd1-7*01,ighj4*03
6617,ighv3-49*01,ighd1-1*01,ighj1*01
6618,ighv1-8*01,ighd6-25*01,ighj4*02
6619,ighv1-69d*01,ighd6-19*01,ighj4*02
6620,ighv1-2*06,ighd5-5*01,ighj5*02
6621,ighv1-3*03,ighd7-27*01,ighj3*02
6622,ighv3-53*01,ighd5-5*01,ighj4*02
6623,ighv3-73*02,ighd3-10*01,ighj4*02
6624,ighv3-53*02,ighd4-17*01,ighj4*03
6625,ighv1-45*02,ighd1-20*01,ighj4*02
6626,ighv2-70*20,ighd3-22*01,ighj6*01
6627,ighv1-58*02,ighd6-19*01,ighj4*03
6628,ighv3-21*06,ighd3-3*02,ighj5*01
6629,ighv1-69-2*01,ighd3-9*01,ighj6*04
6630,ighv4-34*10,ighd1-20*01,ighj5*01
6631,ighv1-69-2*01,ighd4-17*01,ighj4*02
6632,ighv4-39*06,ighd1-1*01,ighj5*02
6633,ighv1-2*07,ighd4-17*01,ighj5*01
6634,ighv1-2*07,ighd3-22*01,ighj2*01
6635,ighv3-13*05,ighd1-20*01,ighj6*01
6636,ighv3-15*05,ighd5-12*01,ighj4*02
6637,ighv1-69-2*01,ighd4-4*01,ighj4*02
6638,ighv1-69*09,ighd3-9*01,ighj2*01
6639,ighv1-46*03,ighd3-10*01,ighj5*02
6640,ighv1-58*02,ighd6-25*01,ighj3*02
6641,ighv1-45*02,ighd1-1*01,ighj6*04
6642,ighv4-30-4*02,ighd1-1*01,ighj4*03
6643,ighv2-5*01,ighd5-18*01,ighj4*02
6644,ighv4-38-2*02,ighd3-3*02,ighj6*01
6645,ighv3-21*06,ighd6-6*01,ighj4*03
6646,ighv3-30-3*02,ighd5-12*01,ighj5*01
6647,ighv3-53*02,ighd3-22*01,ighj4*03
6648,ighv1-69d*01,ighd3-16*02,ighj4*03
6649,ighv1-2*07,ighd3-10*02,ighj4*03
6650,ighv2-26*02,ighd4-17*01,ighj4*03
6651,ighv2-70d*04,ighd3-22*01,ighj6*01
6652,ighv2-70*20,ighd1-26*01,ighj4*03
6653,ighv3-64d*09,ighd1-1*01,ighj6*04
6654,ighv3-30-5*02,ighd1-7*01,ighj6*01
6655,ighv2-70*10,ighd2-21*01,ighj6*04
6656,ighv1-24*01,ighd6-6*01,ighj5*02
6657,ighv4-38-2*01,ighd4-4*01,ighj4*02
6658,ighv2-26*02,ighd3-3*02,ighj4*03
6659,ighv3-35*02,ighd4-4*01,ighj4*02
6660,ighv1-58*02,ighd6-6*01,ighj4*03
6661,ighv7-4-1*02,ighd4-17*01,ighj5*02
6662,ighv3-30*04,ighd4-4*01,ighj4*03
6663,ighv1-69-2*01,ighd3-3*02,ighj6*01
6664,ighv2-26*03,ighd1-20*01,ighj6*04
6665,ighv3-15*05,ighd3-16*01,ighj4*02
6666,ighv3-21*02,ighd3-3*01,ighj3*01
6667,ighv1-18*04,ighd1-1*01,ighj4*03
6668,ighv1-3*02,ighd1-1*01,ighj6*04
6669,ighv2-26*03,ighd5-18*01,ighj5*02
6670,ighv1-46*04,ighd3-9*01,ighj6*01
6671,ighv2-26*03,ighd3-10*01,ighj4*02
6672,ighv2-26*02,ighd2-15*01,ighj3*02
6673,ighv3-21*02,ighd5-5*01,ighj6*04
6674,ighv3-73*02,ighd5-12*01,ighj5*02
6675,ighv1-2*07,ighd2-2*01,ighj3*02
6676,ighv4-4*08,ighd1-26*01,ighj5*01
6677,ighv1-69*14,ighd2-15*01,ighj6*01
6678,ighv3-30*03,ighd6-19*01,ighj6*04
6679,ighv3-23*04,ighd6-25*01,ighj4*03
6680,ighv1-45*01,ighd6-19*01,ighj4*03
6681,ighv1-69*09,ighd6-13*01,ighj6*04
6682,ighv1-69-2*01,ighd1-26*01,ighj4*02
6683,ighv3-13*01,ighd3-3*01,ighj4*02
6684,ighv3-43d*03,ighd3-22*01,ighj4*03
6685,ighv1-3*02,ighd5-18*01,ighj4*02
6686,ighv1-46*04,ighd4-17*01,ighj4*03
6687,ighv3-nl1*01,ighd3-3*01,ighj5*02
6688,ighv3-64d*06,ighd1-1*01,ighj6*01
6689,ighv1-58*02,ighd5-18*01,ighj4*03
6690,ighv3-21*06,ighd1-7*01,ighj5*01
6691,ighv2-70*10,ighd2-21*01,ighj4*02
6692,ighv1-3*02,ighd6-6*01,ighj3*01
6693,ighv3-72*01,ighd2-15*01,ighj2*01
6694,ighv1-58*01,ighd3-16*01,ighj4*02
6695,ighv7-4-1*01,ighd3-3*02,ighj4*03
6696,ighv1-2*06,ighd6-19*01,ighj4*02
6697,ighv1-8*02,ighd4-17*01,ighj3*02
6698,ighv1-58*01,ighd2-21*01,ighj4*02
6699,ighv1-46*03,ighd1-20*01,ighj6*04
6700,ighv2-26*03,ighd3-9*01,ighj4*02
6701,ighv1-18*04,ighd1-7*01,ighj5*01
6702,ighv1-45*01,ighd3-22*01,ighj5*01
6703,ighv1-3*02,ighd3-22*01,ighj3*01
6704,ighv4-34*10,ighd2-15*01,ighj6*01
6705,ighv3-66*01,ighd3-22*01,ighj6*01
6706,ighv5-10-1*03,ighd2-8*01,ighj6*04
6707,ighv1-69*09,ighd1-7*01,ighj6*04
6708,ighv1-2*06,ighd1-20*01,ighj6*04
6709,ighv1-46*04,ighd4-17*01,ighj1*01
6710,ighv1-69d*01,ighd3-3*01,ighj4*02
6711,ighv1-69-2*01,ighd6-25*01,ighj4*02
6712,ighv1-45*01,ighd3-22*01,ighj6*01
6713,ighv1-3*02,ighd1-1*01,ighj6*04
6714,ighv1-24*01,ighd6-25*01,ighj6*01
6715,ighv1-69d*01,ighd6-25*01,ighj4*03
6716,ighv1-69d*01,ighd2-8*02,ighj3*02
6717,ighv1-18*04,ighd1-26*01,ighj4*03
6718,ighv1-18*04,ighd3-9*01,ighj4*03
6719,ighv3-49*01,ighd3-3*01,ighj4*02
6720,ighv2-26*02,ighd3-3*02,ighj4*03
6721,ighv1-3*03,ighd2-21*02,ighj3*02
6722,ighv4-38-2*01,ighd6-13*01,ighj4*02
6723,ighv1-3*03,ighd4-4*01,ighj4*03
6724,ighv1-58*01,ighd3-3*01,ighj4*02
6725,ighv1-69d*01,ighd4-4*01,ighj4*03
6726,ighv3-62*04,ighd5-5*01,ighj5*01
6727,ighv3-48*04,ighd1-26*01,ighj3*02
6728,ighv1-8*02,ighd1-20*01,ighj6*01
6729,ighv3-11*05,ighd1-1*01,ighj5*02
6730,ighv2-70*20,ighd4-4*01,ighj4*03
6731,ighv1-8*01,ighd5-12*01,ighj3*01
6732,ighv1-69*14,ighd3-3*02,ighj4*03
6733,ighv3-43*01,ighd6-13*01,ighj4*03
6734,ighv3-35*02,ighd3-16*02,ighj4*03
6735,ighv5-51*07,ighd5-5*01,ighj4*03
6736,ighv1-46*03,ighd6-6*01,ighj4*02
6737,ighv1-69-2*01,ighd3-3*01,ighj2*01
6738,ighv1-58*02,ighd3-22*01,ighj4*03
6739,ighv1-24*01,ighd1-7*01,ighj5*02
6740,ighv4-31*02,ighd3-9*01,ighj4*03
6741,ighv1-45*01,ighd2-21*02,ighj4*03
6742,ighv1-69-2*01,ighd5-12*01,ighj6*01
6743,ighv1-69d*01,ighd3-3*02,ighj4*03
6744,ighv1-69-2*01,ighd3-22*01,ighj6*04
6745,ighv1-24*01,ighd1-26*01,ighj4*03
6746,ighv4-39*06,ighd1-1*01,ighj3*01
6747,ighv6-1*01,ighd3-3*01,ighj4*02
6748,ighv3-48*03,ighd2-2*02,ighj5*02
6749,ighv1-46*03,ighd1-1*01,ighj4*02
6750,ighv1-69*14,ighd2-15*01,ighj6*01
6751,ighv1-24*01,ighd2-21*02,ighj4*03
6752,ighv2-70d*14,ighd3-3*01,ighj4*02
6753,ighv1-46*03,ighd2-15*01,ighj4*02
6754,ighv3-43d*03,ighd2-8*02,ighj4*03
6755,ighv2-70*20,ighd2-15*01,ighj2*01
6756,ighv1-3*03,ighd3-3*02,ighj4*03
6757,ighv1-46*03,ighd3-22*01,ighj4*02
6758,ighv1-69*14,ighd3-22*01,ighj4*03
6759,ighv3-30-5*01,ighd1-1*01,ighj4*02
6760,ighv3-62*04,ighd7-27*01,ighj4*02
6761,ighv3-30-5*02,ighd3-3*02,ighj6*01
6762,ighv1-8*02,ighd5-5*01,ighj6*01
6763,ighv4-30-4*02,ighd3-10*02,ighj4*03
6764,ighv1-8*02,ighd3-22*01,ighj4*03
6765,ighv3-43d*03,ighd3-3*02,ighj5*01
6766,ighv2-26*03,ighd5-12*01,ighj3*01
6767,ighv2-5*02,ighd3-10*02,ighj5*01
6768,ighv3-66*01,ighd2-15*01,ighj6*01
6769,ighv1-46*03,ighd5-18*01,ighj6*04
6770,ighv3-nl1*01,ighd5-5*01,ighj4*02
6771,ighv3-13*01,ighd6-25*01,ighj4*02
6772,ighv1-69-2*01,ighd2-21*01,ighj6*04
6773,ighv4-39*06,ighd1-1*01,ighj1*01
6774,ighv7-4-1*02,ighd2-2*02,ighj4*02
6775,ighv1-46*03,ighd2-21*01,ighj4*02
6776,ighv1-46*03,ighd5-12*01,ighj4*02
6777,ighv1-46*04,ighd2-21*02,ighj4*03
6778,ighv3-15*05,ighd3-10*01,ighj3*01
6779,ighv1-58*02,ighd2-21*02,ighj4*03
6780,ighv1-69d*01,ighd4-4*01,ighj4*03
6781,ighv1-46*03,ighd1-20*01,ighj4*02
6782,ighv3-20*04,ighd1-1*01,ighj5*02
6783,ighv1-58*02,ighd2-8*02,ighj4*03
6784,ighv2-26*03,ighd3-16*01,ighj4*02
6785,ighv3-7*05,ighd3-16*01,ighj3*01
6786,ighv1-69d*01,ighd5-12*01,ighj4*02
6787,ighv1-45*01,ighd1-26*01,ighj5*01
6788,ighv1-3*03,ighd2-2*01,ighj5*01
6789,ighv1-69*14,ighd3-3*02,ighj4*03
6790,ighv3-13*05,ighd3-9*01,ighj6*01
6791,ighv3-48*04,ighd3-22*01,ighj4*03
6792,ighv1-3*02,ighd2-2*02,ighj6*04
6793,ighv3-74*02,ighd5-12*01,ighj3*02
